epoch,loss,accuracy,top_3_acc,val_loss,val_accuracy,val_top_3_acc
0,7.729737281799316,0.03770830109715462,0.08806994557380676,6.677706241607666,0.07076584547758102,0.13980185985565186
1,6.996346950531006,0.07264763861894608,0.14066354930400848,6.4583563804626465,0.10221733152866364,0.1846202164888382
2,6.272732257843018,0.112336166203022,0.19820772111415863,6.349823474884033,0.11920113116502762,0.2077370584011078
3,5.246212482452393,0.16264747083187103,0.27154341340065,6.5080742835998535,0.12376159429550171,0.20868061482906342
4,3.9389607906341553,0.27766868472099304,0.4312373101711273,6.898443698883057,0.11511243879795074,0.19610001146793365
5,2.763176202774048,0.44857272505760193,0.6154659390449524,7.299986839294434,0.10614876449108124,0.18414844572544098
6,2.0748867988586426,0.5715987682342529,0.7213411927223206,7.586288928985596,0.10960842669010162,0.18367667496204376
7,1.6552263498306274,0.6553894281387329,0.7866216897964478,7.967452526092529,0.10551973432302475,0.17691460251808167
